,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,Type,quality
147,6.9,0.32,0.13,7.8,0.042,11,117,0.996,3.23,0.37,9.2,White Wine,5
867,6.6,0.18,0.26,17.3,0.051,17,149,0.9984,3,0.43,9.4,White Wine,6
3956,5.9,0.25,0.27,1.5,0.029,37,81,0.9892,3.2,0.46,12.2,White Wine,6
5575,5.1,0.29,0.28,8.3,0.026,27,107,0.99308,3.36,0.37,11,White Wine,6
1517,6.5,0.615,0,1.9,0.065,9,18,0.9972,3.46,0.65,9.2,Red Wine,5
3449,7.2,0.24,0.36,2,0.029,21,63,0.99076,3.13,0.63,12.5,White Wine,6
6172,6.5,0.23,0.36,16.3,0.038,43,133,0.99924,3.26,0.41,8.8,White Wine,5
2851,8.2,0.7,0.23,2,0.099,14,81,0.9973,3.19,0.7,9.4,Red Wine,5
1714,6.9,0.2,0.37,6.2,0.027,24,97,0.992,3.38,0.49,12.2,White Wine,7
2927,6.8,0.24,0.38,8.3,0.045,50,185,0.99578,3.15,0.5,9.5,White Wine,6
4785,7.4,0.34,0.3,14.9,0.037,70,169,0.99698,3.25,0.37,10.4,White Wine,6
1155,7,0.24,0.18,1.3,0.046,9,62,0.994,3.38,0.47,10.1,White Wine,4
3401,6.4,0.17,0.32,2.4,0.048,41,200,0.9938,3.5,0.5,9.7,White Wine,6
4178,6.8,0.2,0.27,1.2,0.034,19,68,0.9902,3.14,0.37,11.7,White Wine,4
3711,8.1,0.67,0.55,1.8,0.117,32,141,0.9968,3.17,0.62,9.4,Red Wine,5
5558,6.6,0.285,0.49,11.4,0.035,57,137,0.99732,3.08,0.54,8.9,White Wine,6
1093,8.1,0.22,0.28,7.7,0.043,57,176,0.9954,3.12,0.55,10,White Wine,5
3994,6.3,0.27,0.25,5.8,0.038,52,155,0.995,3.28,0.38,9.4,White Wine,6
1871,7.1,0.65,0.18,1.8,0.07,13,40,0.997,3.44,0.6,9.1,Red Wine,5
1917,10.8,0.32,0.44,1.6,0.063,16,37,0.9985,3.22,0.78,10,Red Wine,6
375,8.9,0.48,0.53,4,0.101,3,10,0.99586,3.21,0.59,12.1,Red Wine,7
4365,7.8,0.32,0.44,2.7,0.104,8,17,0.99732,3.33,0.78,11,Red Wine,7
3326,6.9,0.31,0.34,7.4,0.059,36,174,0.9963,3.46,0.62,11.1,White Wine,7
5841,6.3,0.3,0.48,1.8,0.069,18,61,0.9959,3.44,0.78,10.3,Red Wine,6
43,7.1,0.18,0.74,15.6,0.044,44,176,0.9996,3.38,0.67,9,White Wine,6
4921,6,0.25,0.28,7.7,0.053,37,132,0.99489,3.06,0.5,9.4,White Wine,6
3854,5,0.55,0.14,8.3,0.032,35,164,0.9918,3.53,0.51,12.5,White Wine,8
2570,6.2,0.3,0.26,13.4,0.046,57,206,0.99775,3.17,0.43,9.5,White Wine,6
835,6.3,0.26,0.49,1.5,0.052,34,134,0.9924,2.99,0.61,9.8,White Wine,6
328,8.1,0.725,0.22,2.2,0.072,11,41,0.9967,3.36,0.55,9.1,Red Wine,5
5083,10.6,0.5,0.45,2.6,0.119,34,68,0.99708,3.23,0.72,10.9,Red Wine,6
4786,7,0.42,0.19,2.3,0.071,18,36,0.99476,3.39,0.56,10.9,Red Wine,5
492,5.8,0.2,0.24,1.4,0.033,65,169,0.99043,3.59,0.56,12.3,White Wine,7
2706,6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,Red Wine,7
4791,8.6,0.47,0.47,2.4,0.074,7,29,0.9979,3.08,0.46,9.5,Red Wine,5
3070,6,0.27,0.26,1.3,0.038,32,138,0.99125,3.46,0.43,11.1,White Wine,6
328,8.1,0.725,0.22,2.2,0.072,11,41,0.9967,3.36,0.55,9.1,Red Wine,5
6144,11.5,0.315,0.54,2.1,0.084,5,15,0.9987,2.98,0.7,9.2,Red Wine,6
6387,10.2,0.44,0.42,2,0.071,7,20,0.99566,3.14,0.79,11.1,Red Wine,7
3453,11.4,0.46,0.5,2.7,0.122,4,17,1.0006,3.13,0.7,10.2,Red Wine,5
3199,6.2,0.36,0.22,5.25,0.038,44,145,0.99184,3.22,0.4,11.2,White Wine,6
5835,6.6,0.25,0.29,1.1,0.068,39,124,0.9914,3.34,0.58,11,White Wine,7
2186,8.9,0.22,0.48,1.8,0.077,29,60,0.9968,3.39,0.53,9.4,Red Wine,6
3116,6.5,0.22,0.25,17.1,0.05,44,138,1.0001,3.3,0.37,8.8,White Wine,5
618,7.4,0.16,0.27,15.5,0.05,25,135,0.9984,2.9,0.43,8.7,White Wine,7
6150,13.2,0.46,0.52,2.2,0.071,12,35,1.0006,3.1,0.56,9,Red Wine,6
2262,5.7,0.23,0.28,9.65,0.025,26,121,0.9925,3.28,0.38,11.3,White Wine,6
4076,15.6,0.645,0.49,4.2,0.095,10,23,1.00315,2.92,0.74,11.1,Red Wine,5
1548,6.7,0.48,0.02,2.2,0.08,36,111,0.99524,3.1,0.53,9.7,Red Wine,5
1876,6.1,0.27,0.32,6.2,0.048,47,161,0.99281,3.22,0.6,11,White Wine,6
553,6.1,0.34,0.21,5,0.042,17,133,0.99373,3.02,0.53,9.4,White Wine,5
5725,12.6,0.38,0.66,2.6,0.088,10,41,1.001,3.17,0.68,9.8,Red Wine,6
4452,6.1,0.38,0.42,5,0.016,31,113,0.99007,3.15,0.31,12.4,White Wine,7
387,8.4,0.3,0.25,17.75,0.047,25,218,1.00016,2.98,0.66,9.1,White Wine,5
376,5.9,0.54,0,0.8,0.032,12,82,0.99286,3.25,0.36,8.8,White Wine,5
2924,6.2,0.2,0.33,5.4,0.028,21,75,0.99012,3.36,0.41,13.5,White Wine,7
4871,8.7,0.41,0.41,6.2,0.078,25,42,0.9953,3.24,0.77,12.6,Red Wine,7
1485,7.1,0.25,0.39,2.1,0.036,30,124,0.9908,3.28,0.43,12.2,White Wine,8
4540,6.4,0.45,0.07,1.1,0.03,10,131,0.9905,2.97,0.28,10.8,White Wine,5
5720,7.2,0.32,0.36,2,0.033,37,114,0.9906,3.1,0.71,12.3,White Wine,7
3065,6,0.28,0.24,17.8,0.047,42,111,0.99896,3.1,0.45,8.9,White Wine,6
6242,6.4,0.2,0.32,3.1,0.041,18,126,0.9914,3.43,0.42,12,White Wine,6
2924,6.2,0.2,0.33,5.4,0.028,21,75,0.99012,3.36,0.41,13.5,White Wine,7
6179,6.8,0.475,0.33,3.95,0.047,16,81,0.98988,3.23,0.53,13.4,White Wine,7
5724,7,0.22,0.31,2.7,0.03,41,136,0.9898,3.16,0.37,12.7,White Wine,7
241,8,0.26,0.28,8.2,0.038,72,202,0.99566,3.12,0.56,10,White Wine,6
3455,8.1,0.43,0.42,6.6,0.033,36,141,0.9918,2.98,0.39,13.3,White Wine,7
5734,7.7,0.49,0.26,1.9,0.062,9,31,0.9966,3.39,0.64,9.6,Red Wine,5
236,7.2,0.24,0.3,1.2,0.037,11,95,0.98914,2.96,0.36,12.5,White Wine,6
2654,15,0.21,0.44,2.2,0.075,10,24,1.00005,3.07,0.84,9.2,Red Wine,7
5851,6.7,0.23,0.39,2.5,0.172,63,158,0.9937,3.11,0.36,9.4,White Wine,6
2881,6,0.16,0.3,6.7,0.043,43,153,0.9951,3.63,0.46,10.6,White Wine,5
2056,8.2,0.23,0.29,1.8,0.047,47,187,0.9933,3.13,0.5,10.2,White Wine,6
3957,6.1,0.27,0.3,16.7,0.039,49,172,0.99985,3.4,0.45,9.4,White Wine,5
2905,6.4,0.21,0.34,16.05,0.04,56,142,0.99678,3.11,0.38,10.6,White Wine,5
1309,6,0.32,0.12,5.9,0.041,34,190,0.9944,3.16,0.72,10,White Wine,5
6403,6.7,0.28,0.28,2.4,0.012,36,100,0.99064,3.26,0.39,11.7,White Wine,7
435,7,0.22,0.24,11,0.041,75,167,0.99508,2.98,0.56,10.5,White Wine,6
863,6.4,0.55,0.26,9.6,0.027,20,104,0.9924,3.22,0.73,13.1,White Wine,6
1910,6.9,0.25,0.24,3.6,0.057,13,85,0.9942,2.99,0.48,9.5,White Wine,4
5348,7.6,0.3,0.25,4.3,0.054,22,111,0.9956,3.12,0.49,9.2,White Wine,5
1045,5.3,0.715,0.19,1.5,0.161,7,62,0.99395,3.62,0.61,11,Red Wine,5
4437,7.5,0.21,0.32,4.8,0.056,39,113,0.99393,3.11,0.52,10.2,White Wine,7
4467,6.9,0.19,0.33,1.6,0.043,63,149,0.9925,3.44,0.52,10.8,White Wine,5
3272,6.9,0.38,0.32,8.5,0.044,36,152,0.9932,3.38,0.35,12,White Wine,7
1733,6.1,0.26,0.25,2.9,0.047,289,440,0.99314,3.44,0.64,10.5,White Wine,3
2611,7.8,0.58,0.13,2.1,0.102,17,36,0.9944,3.24,0.53,11.2,Red Wine,6
3596,5.8,0.3,0.38,4.9,0.039,22,86,0.98963,3.23,0.58,13.1,White Wine,7
5732,7.9,0.345,0.51,15.3,0.047,54,171,0.9987,3.09,0.51,9.1,White Wine,5
5258,6.2,0.33,0.14,4.8,0.052,27,128,0.99475,3.21,0.48,9.4,White Wine,5
185,7.7,0.28,0.35,15.3,0.056,31,117,0.9998,3.27,0.5,9.6,White Wine,5
870,6.9,0.33,0.21,1,0.053,39,148,0.9927,3.12,0.45,9.4,White Wine,6
6331,7.4,0.59,0.08,4.4,0.086,6,29,0.9974,3.38,0.5,9,Red Wine,4
232,6.8,0.64,0.03,2.3,0.075,14,31,0.99545,3.36,0.58,10.4,Red Wine,6
4299,7.2,0.695,0.13,2,0.076,12,20,0.99546,3.29,0.54,10.1,Red Wine,5
3114,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,White Wine,6
4509,6.2,0.2,0.26,9.7,0.03,39,102,0.9908,3.08,0.56,12.9,White Wine,7
4453,6,0.29,0.2,12.6,0.045,45,187,0.9972,3.33,0.42,9.5,White Wine,5
3637,5.9,0.32,0.33,2.1,0.027,35,138,0.98945,3.37,0.42,12.7,White Wine,6
5544,8.1,0.19,0.58,16.65,0.049,48,181,1.0006,3.2,0.62,9.1,White Wine,6
428,7.2,0.19,0.31,1.6,0.062,31,173,0.9917,3.35,0.44,11.7,White Wine,6
1112,6.8,0.28,0.36,1.6,0.04,25,87,0.9924,3.23,0.66,10.3,White Wine,6
2983,6.7,0.35,0.32,9,0.032,29,113,0.99188,3.13,0.65,12.9,White Wine,7
3553,6.4,0.69,0.09,7.6,0.044,34,144,0.9948,3.26,0.38,10.1,White Wine,6
3590,7.9,0.51,0.25,2.9,0.077,21,45,0.9974,3.49,0.96,12.1,Red Wine,6
4696,6.2,0.23,0.35,0.7,0.051,24,111,0.9916,3.37,0.43,11,White Wine,3
5783,6.6,0.4,0.46,6.2,0.056,42,241,0.9968,3.5,0.6,9.9,White Wine,5
5928,6.1,0.3,0.3,2.1,0.031,50,163,0.9895,3.39,0.43,12.7,White Wine,7
2565,7.4,0.35,0.31,17.95,0.062,42,187,1.0002,3.27,0.64,9.1,White Wine,5
3726,6.5,0.25,0.5,7.6,0.047,54,184,0.99572,3.17,0.45,9.2,White Wine,5
2044,6.7,0.24,0.29,14.9,0.053,55,136,0.99839,3.03,0.52,9,White Wine,5
5079,6.6,0.25,0.41,7.4,0.043,29,151,0.9946,3.15,0.6,10.2,White Wine,7
4622,10.4,0.44,0.73,6.55,0.074,38,76,0.999,3.17,0.85,12,Red Wine,7
2507,7.1,0.59,0,2.1,0.091,9,14,0.99488,3.42,0.55,11.5,Red Wine,7
6458,6.7,0.31,0.31,9.9,0.04,10,175,0.9953,3.46,0.55,11.4,White Wine,4
4815,7.2,0.65,0.02,2.3,0.094,5,31,0.9993,3.67,0.8,9.7,Red Wine,5
1768,6.3,0.21,0.33,13.9,0.046,68,179,0.9971,3.36,0.5,10.4,White Wine,6
4367,6.5,0.46,0.31,5,0.027,15,72,0.99165,3.26,0.6,11.5,White Wine,7
5779,5.6,0.18,0.58,1.25,0.034,29,129,0.98984,3.51,0.6,12,White Wine,7
6266,7.1,0.3,0.36,6.8,0.055,44.5,234,0.9972,3.49,0.64,10.2,White Wine,6
3410,7.2,0.49,0.24,2.2,0.07,5,36,0.996,3.33,0.48,9.4,Red Wine,5
5310,7.2,0.08,0.49,1.3,0.05,18,148,0.9945,3.46,0.44,10.2,White Wine,6
2367,6.2,0.27,0.26,12.1,0.046,43,127,0.9951,3.16,0.37,10.8,White Wine,6
2427,7,0.35,0.31,1.8,0.069,15,162,0.9944,3.18,0.47,9.4,White Wine,5
2375,5.8,0.35,0.29,3.2,0.034,41,151,0.9912,3.35,0.58,11.63333333,White Wine,7
583,12.7,0.6,0.49,2.8,0.075,5,19,0.9994,3.14,0.57,11.4,Red Wine,5
918,6.9,0.3,0.45,1.4,0.039,36,122,0.99059,3.07,0.47,11.1,White Wine,7
2608,8.6,0.38,0.36,3,0.081,30,119,0.997,3.2,0.56,9.4,Red Wine,5
2899,7.1,0.3,0.46,1.5,0.066,29,133,0.9906,3.12,0.54,12.7,White Wine,6
2830,6.6,0.23,0.24,3.9,0.045,36,138,0.9922,3.15,0.64,11.3,White Wine,7
3842,5.9,0.26,0.25,12.5,0.034,38,152,0.9977,3.33,0.43,9.4,White Wine,5
5113,7.8,0.39,0.26,9.9,0.059,33,181,0.9955,3.04,0.42,10.9,White Wine,6
875,6.5,0.39,0.23,8.3,0.051,28,91,0.9952,3.44,0.55,12.1,Red Wine,6
975,6.9,0.18,0.36,1.3,0.036,40,117,0.9934,3.27,0.95,9.5,White Wine,7
916,5.2,0.405,0.15,1.45,0.038,10,44,0.99125,3.52,0.4,11.6,White Wine,4
4490,6.9,0.15,0.28,4.4,0.029,14,107,0.99347,3.24,0.46,10.4,White Wine,8
6485,6,0.17,0.29,9.7,0.044,33,98,0.99536,3.12,0.36,9.2,White Wine,6
1977,5.7,0.15,0.28,3.7,0.045,57,151,0.9913,3.22,0.27,11.2,White Wine,6
4017,6.2,0.3,0.32,1.2,0.052,32,185,0.99266,3.28,0.44,10.1,White Wine,5
3691,7.6,0.17,0.45,11.2,0.054,56,137,0.997,3.15,0.47,10,White Wine,5
6468,6.6,0.28,0.41,7,0.046,59,194,0.99558,3.14,0.48,9.4,White Wine,5
676,7.7,0.18,0.53,1.2,0.041,42,167,0.9908,3.11,0.44,11.9,White Wine,5
2762,6.3,0.24,0.74,1.4,0.172,24,108,0.9932,3.27,0.39,9.9,White Wine,6
1068,7.9,0.19,0.26,2.1,0.039,8,143,0.9942,3.05,0.74,9.8,White Wine,5
4483,6.8,0.67,0,1.9,0.08,22,39,0.99701,3.4,0.74,9.7,Red Wine,5
2608,8.6,0.38,0.36,3,0.081,30,119,0.997,3.2,0.56,9.4,Red Wine,5
4952,6.6,0.19,0.43,10.9,0.045,53,154,0.99752,3.52,0.77,10.4,White Wine,6
3228,8.4,0.37,0.53,1.8,0.413,9,26,0.9979,3.06,1.06,9.1,Red Wine,6
747,8.7,0.3,0.34,4.8,0.018,23,127,0.99474,3.12,0.49,11.2,White Wine,7
3194,7.1,0.26,0.31,2.2,0.044,29,128,0.9937,3.34,0.64,10.9,White Wine,8
1336,7.6,0.39,0.22,2.8,0.036,19,113,0.9926,3.03,0.29,10.2,White Wine,5
805,7.6,0.39,0.32,3.6,0.035,22,93,0.99144,3.08,0.6,12.5,White Wine,7
3306,6.5,0.26,0.31,1.3,0.034,59,145,0.98944,3.16,0.54,12.4,White Wine,6
1759,7.3,0.65,0,1.2,0.065,15,21,0.9946,3.39,0.47,10,Red Wine,7
3366,5.8,0.27,0.22,12.7,0.058,42,206,0.9946,3.32,0.38,12.3,White Wine,6
2736,6,0.27,0.27,1.6,0.046,32,113,0.9924,3.41,0.51,10.5,White Wine,7
3844,7,0.36,0.25,5.7,0.015,14,73,0.98963,2.82,0.59,13.2,White Wine,6
6054,6.9,0.4,0.43,6.2,0.065,42,178,0.99552,3.11,0.53,9.4,White Wine,5
4303,6.9,0.3,0.36,4.5,0.054,31,203,0.99513,3.4,0.57,10.4,White Wine,4
5787,7.8,0.2,0.2,1.4,0.036,25,83,0.99088,3.03,0.46,11.7,White Wine,6
2293,8,0.25,0.27,9.7,0.036,15,85,0.99406,2.99,0.36,11.2,White Wine,6
5130,7.3,0.24,0.29,1.2,0.037,37,97,0.9926,3.19,0.7,10.1,White Wine,6
5226,7.5,0.2,0.47,16.9,0.052,51,188,0.99944,3.09,0.62,9.3,White Wine,5
1799,5.9,0.3,0.3,2,0.03,38,142,0.98892,3.41,0.41,12.9,White Wine,7
3766,8.3,0.54,0.28,1.9,0.077,11,40,0.9978,3.39,0.61,10,Red Wine,6
3800,6.6,0.39,0.22,4,0.038,17,98,0.99018,3.25,0.53,13,White Wine,7
1953,7.7,0.26,0.34,6.4,0.05,36,163,0.9937,3.19,0.7,11.5,White Wine,6
3385,6.5,0.3,0.39,7.8,0.038,61,219,0.9959,3.19,0.5,9.4,White Wine,5
1470,6.5,0.23,0.33,13.8,0.042,25,139,0.99695,3.35,0.56,10.4,White Wine,6
1787,11.2,0.66,0.24,2.5,0.085,16,53,0.9993,3.06,0.72,11,Red Wine,6
216,7,0.35,0.17,1.1,0.049,7,119,0.99297,3.13,0.36,9.7,White Wine,6
3806,7.4,0.26,0.43,6,0.022,22,125,0.9928,3.13,0.55,11.5,White Wine,6
6197,8.4,0.2,0.38,11.8,0.055,51,170,1.0004,3.34,0.82,8.9,White Wine,6
5004,6.6,0.34,0.4,8.1,0.046,68,170,0.99494,3.15,0.5,9.533333333,White Wine,6
158,6.8,0.59,0.06,6,0.06,11,18,0.9962,3.41,0.59,10.8,Red Wine,7
1326,6.3,0.76,0,2.9,0.072,26,52,0.99379,3.51,0.6,11.5,Red Wine,6
20,9.9,0.49,0.23,2.4,0.087,19,115,0.9948,2.77,0.44,9.4,White Wine,6
5601,6.8,0.31,0.09,1.4,0.04,56,145,0.9922,3.19,0.46,10,White Wine,5
5690,7.4,0.31,0.74,10.7,0.039,51,147,0.9977,3.02,0.43,8.7,White Wine,5
1587,8,0.28,0.42,7.1,0.045,41,169,0.9959,3.17,0.43,10.6,White Wine,5
1084,6.4,0.3,0.27,4.4,0.055,17,135,0.9925,3.23,0.44,12.2,White Wine,6
2387,6.3,0.39,0.16,1.4,0.08,11,23,0.9955,3.34,0.56,9.3,Red Wine,5
2951,7.4,0.53,0.26,2,0.101,16,72,0.9957,3.15,0.57,9.4,Red Wine,5
4526,6,0.33,0.26,5.1,0.051,16,119,0.99416,3.15,0.41,9.2,White Wine,5
4568,8.2,0.635,0.1,2.1,0.073,25,60,0.99638,3.29,0.75,10.9,Red Wine,6
4489,8.1,0.27,0.41,1.45,0.033,11,63,0.9908,2.99,0.56,12,White Wine,5
5169,9.8,0.36,0.45,1.6,0.042,11,124,0.9944,2.93,0.46,10.8,White Wine,5
5905,6.8,0.25,0.29,2,0.042,19,189,0.9952,3.46,0.54,10.2,White Wine,6
866,6.7,0.21,0.37,2.5,0.034,35,89,0.9913,3.25,0.5,11,White Wine,7
6030,5.9,0.17,0.28,0.7,0.027,5,28,0.98985,3.13,0.32,10.6,White Wine,5
4199,5.3,0.36,0.27,6.3,0.028,40,132,0.99186,3.37,0.4,11.6,White Wine,6
5513,7.5,0.23,0.49,7.7,0.049,61,209,0.9941,3.14,0.3,11.1,White Wine,7
2490,8.7,0.33,0.38,3.3,0.063,10,19,0.99468,3.3,0.73,12,Red Wine,7
1435,6.5,0.24,0.32,7.6,0.038,48,203,0.9958,3.45,0.54,9.7,White Wine,7
4043,7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,White Wine,5
6203,6.3,0.39,0.24,6.9,0.069,9,117,0.9942,3.15,0.35,10.2,White Wine,4
6251,5.8,0.54,0,1.4,0.033,40,107,0.98918,3.26,0.35,12.4,White Wine,5
3631,7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,White Wine,5
5935,5.8,0.15,0.49,1.1,0.048,21,98,0.9929,3.19,0.48,9.2,White Wine,5
5846,7,0.3,0.27,1.5,0.076,24,145,0.99344,3.1,0.52,10.1,White Wine,5
4512,6.4,0.145,0.49,5.4,0.048,54,164,0.9946,3.56,0.44,10.8,White Wine,6
1384,7.7,0.16,0.49,2,0.056,20,124,0.9948,3.32,0.49,10.7,White Wine,6
5429,5.7,0.21,0.25,1.1,0.035,26,81,0.9902,3.31,0.52,11.4,White Wine,6
388,8.5,0.28,0.34,13.8,0.041,32,161,0.9981,3.13,0.4,9.9,White Wine,6
1565,7.1,0.15,0.34,5.3,0.034,33,104,0.9953,3.37,0.52,9.3,White Wine,7
1189,6.6,0.21,0.49,18.15,0.042,41,158,0.9997,3.28,0.39,8.7,White Wine,6
3114,7.4,0.19,0.31,14.5,0.045,39,193,0.9986,3.1,0.5,9.2,White Wine,6
5346,6.6,0.7,0.08,2.6,0.106,14,27,0.99665,3.44,0.58,10.2,Red Wine,5
4198,8.6,0.63,0.17,2.9,0.099,21,119,0.998,3.09,0.52,9.3,Red Wine,5
2366,6.8,0.11,0.27,8.6,0.044,45,104,0.99454,3.2,0.37,9.9,White Wine,6
5521,9.2,0.35,0.39,0.9,0.042,15,61,0.9924,2.96,0.28,10.4,White Wine,4
2418,6.9,0.37,0.23,9.5,0.057,54,166,0.99568,3.23,0.42,10,White Wine,5
5123,6.1,0.28,0.32,2.5,0.042,23,218.5,0.9935,3.27,0.6,9.8,White Wine,5
786,7.5,0.23,0.36,7,0.036,43,161,0.9938,3.04,0.32,11,White Wine,5
4037,6.6,0.23,0.32,1.7,0.024,26,102,0.99084,3.29,0.6,11.8,White Wine,6
1065,6.6,0.21,0.3,9.9,0.041,64,174,0.995,3.07,0.5,10.1,White Wine,6
4745,6.8,0.14,0.18,1.4,0.047,30,90,0.99164,3.27,0.54,11.2,White Wine,6
6258,7.2,0.17,0.37,6.9,0.059,47,128,0.99322,3.08,0.46,11,White Wine,7
3443,6.4,0.16,0.28,2.2,0.042,33,93,0.9914,3.31,0.43,11.1,White Wine,6
5980,5.5,0.14,0.27,4.6,0.029,22,104,0.9949,3.34,0.44,9,White Wine,5
4896,8.2,0.24,0.3,2.3,0.05,23,106,0.99397,2.98,0.5,10,White Wine,5
5661,5.8,0.3,0.42,1.1,0.036,19,113,0.98871,3.1,0.46,12.6,White Wine,7
3296,6.4,0.16,0.44,1.2,0.051,39,122,0.99058,3.11,0.75,11.3,White Wine,7
6495,7.6,0.27,0.34,5,0.04,18,56,0.99084,3.06,0.48,12.4,White Wine,6
3323,6.6,0.2,0.32,1.1,0.039,25,78,0.9926,3.39,0.54,10.2,White Wine,7
5450,7,0.21,0.28,8.6,0.045,37,221,0.9954,3.25,0.54,10.4,White Wine,6
137,8.3,0.16,0.37,7.9,0.025,38,107,0.99306,2.93,0.37,11.9,White Wine,6
2453,6.9,0.31,0.33,12.7,0.038,33,116,0.9954,3.04,0.65,10.4,White Wine,6
317,7.7,0.34,0.58,11.1,0.039,41,151,0.9978,3.06,0.49,8.6,White Wine,5
3767,6.3,0.21,0.4,1.7,0.031,48,134,0.9917,3.42,0.49,11.5,White Wine,6
99,7,0.36,0.35,2.5,0.048,67,161,0.99146,3.05,0.56,11.1,White Wine,6
6009,6.1,0.25,0.48,15.8,0.052,25,94,0.99782,3.07,0.45,9.2,White Wine,6
254,6.9,0.44,0.18,11.8,0.051,26,126,0.9975,3.23,0.48,9.1,White Wine,5
1884,7.4,0.2,0.31,1.6,0.038,34,116,0.9912,3.25,0.39,12,White Wine,7
5001,7.3,0.24,0.43,2,0.021,20,69,0.99,3.08,0.56,12.2,White Wine,6
1456,6.2,0.29,0.26,13.1,0.046,55,204,0.99745,3.16,0.41,9.6,White Wine,6
3370,7.1,0.26,0.19,8.2,0.051,53,187,0.996,3.16,0.52,9.7,White Wine,5
5468,7.4,0.36,0.34,1.8,0.075,18,38,0.9933,3.38,0.88,13.6,Red Wine,7
3653,7.7,0.39,0.49,7.7,0.036,11,110,0.9966,3.33,0.76,10,White Wine,6
1860,6.5,0.18,0.48,18,0.054,56,183,1.00038,2.98,0.61,8.5,White Wine,6
529,6.2,0.23,0.36,17.2,0.039,37,130,0.99946,3.23,0.43,8.8,White Wine,6
4656,7.2,0.19,0.31,1.4,0.046,37,135,0.9939,3.34,0.57,10.2,White Wine,7
3312,7.5,0.53,0.06,2.6,0.086,20,44,0.9965,3.38,0.59,10.7,Red Wine,6
1332,7.3,0.3,0.33,2.3,0.043,28,125,0.99084,3.34,0.44,12.6,White Wine,7
889,7.5,0.23,0.29,2.6,0.031,24,98,0.99194,3,0.54,10.9,White Wine,6
2820,7.2,0.24,0.19,7.7,0.045,53,176,0.9958,3.17,0.38,9.5,White Wine,5
1200,6.9,0.17,0.25,1.6,0.047,34,132,0.9914,3.16,0.48,11.4,White Wine,5
3976,6.7,0.54,0.27,7.1,0.049,8,178,0.99502,3.16,0.38,9.4,White Wine,4
2279,14,0.41,0.63,3.8,0.089,6,47,1.0014,3.01,0.81,10.8,Red Wine,6
945,7.6,0.23,0.26,15.3,0.067,32,166,0.9986,3.03,0.44,9.2,White Wine,4
4124,7.4,0.52,0.13,2.4,0.078,34,61,0.99528,3.43,0.59,10.8,Red Wine,6
1081,6.7,0.12,0.3,5.2,0.048,38,113,0.99352,3.33,0.44,10.1,White Wine,7
3628,9.9,0.32,0.56,2,0.073,3,8,0.99534,3.15,0.73,11.4,Red Wine,6
731,7.7,0.26,0.3,1.7,0.059,20,38,0.9949,3.29,0.47,10.8,Red Wine,6
2116,5.1,0.39,0.21,1.7,0.027,15,72,0.9894,3.5,0.45,12.5,White Wine,6
6296,6.8,0.26,0.34,13.9,0.034,39,134,0.9949,3.33,0.53,12,White Wine,6
6219,6.4,0.2,0.22,7.4,0.032,53,172,0.99404,3.24,0.58,11,White Wine,6
6444,6.9,0.38,0.29,13.65,0.048,52,189,0.99784,3,0.6,9.5,White Wine,6
281,7,0.17,0.37,1.5,0.028,26,75,0.9922,3.3,0.46,10.8,White Wine,7
1974,7,0.33,0.32,1.2,0.053,38,138,0.9906,3.13,0.28,11.2,White Wine,6
4148,8.7,0.49,0.57,17.8,0.052,34,243,1.0007,2.98,0.82,9,White Wine,5
215,7.5,0.61,0.26,1.9,0.073,24,88,0.99612,3.3,0.53,9.8,Red Wine,5
6491,6.9,0.19,0.35,13.5,0.038,49,118,0.99546,3,0.63,10.7,White Wine,6
4400,7.3,0.49,0.1,2.6,0.068,4,14,0.99562,3.3,0.47,10.5,Red Wine,5
831,6.2,0.1,0.41,1,0.04,17,76,0.98988,3.14,0.56,11.4,White Wine,7
3348,6.7,0.25,0.26,13.5,0.06,50,156,0.99784,3.39,0.46,9.9,White Wine,6
1555,7.1,0.6,0.01,2.3,0.079,24,37,0.99514,3.4,0.61,10.9,Red Wine,6
1321,7,0.16,0.25,14.3,0.044,27,149,0.998,2.91,0.46,9.2,White Wine,6
1065,6.6,0.21,0.3,9.9,0.041,64,174,0.995,3.07,0.5,10.1,White Wine,6
5729,5.7,0.27,0.16,9,0.053,32,111,0.99474,3.36,0.37,10.4,White Wine,6
2189,6.8,0.23,0.33,1.9,0.047,20,101,0.9914,3.1,0.46,11.1,White Wine,6
627,5.7,0.24,0.47,6.3,0.069,35,182,0.99391,3.11,0.46,9.75,White Wine,5
3202,7.4,0.22,0.26,1.2,0.035,18,97,0.99245,3.12,0.41,9.7,White Wine,6
4909,8.3,0.16,0.37,7.9,0.025,38,107,0.99306,2.93,0.37,11.9,White Wine,6
3613,8.3,0.675,0.26,2.1,0.084,11,43,0.9976,3.31,0.53,9.2,Red Wine,4
5360,7,0.25,0.32,9,0.046,56,245,0.9955,3.25,0.5,10.4,White Wine,6
4575,8.1,0.24,0.32,10.5,0.03,34,105,0.99407,3.11,0.42,11.8,White Wine,6
