Date,Price,Open,High,Low,Vol.,Change %
12/16/2019,"31,974.20","32,159.00","32,186.95","31,897.75",306.02M,-0.13%
12/13/2019,"32,014.25","31,775.55","32,105.05","31,770.50",390.51M,1.10%
12-12-2019,"31,665.45","31,356.80","31,711.45","31,352.10",529.69M,1.31%
12-11-2019,"31,256.75","31,151.65","31,337.85","30,996.40",815.35M,0.31%
12-10-2019,"31,160.35","31,386.40","31,412.80","31,126.00",505.39M,-0.50%
12-09-2019,"31,316.65","31,321.40","31,537.65","31,122.05",494.48M,-0.08%
12-06-2019,"31,341.55","31,797.15","31,883.70","31,250.65",485.39M,-1.17%
12-05-2019,"31,712.95","32,083.80","32,126.95","31,628.30",393.28M,-0.83%
12-04-2019,"31,979.30","31,549.30","32,017.75","31,444.00",516.80M,1.16%
12-03-2019,"31,613.35","31,920.10","31,936.60","31,502.95",431.51M,-0.81%
12-02-2019,"31,871.45","32,008.30","32,024.10","31,720.60",496.00M,-0.23%
11/29/2019,"31,946.10","32,074.15","32,086.95","31,770.80",667.78M,-0.55%
11/28/2019,"32,122.95","31,981.70","32,157.05","31,905.90",498.30M,0.77%
11/27/2019,"31,875.95","31,832.75","31,916.80","31,734.50",417.57M,0.50%
11/26/2019,"31,718.35","31,692.85","31,850.35","31,465.85",856.69M,0.51%
11/25/2019,"31,555.90","31,065.10","31,591.60","31,049.75",317.31M,1.43%
11/22/2019,"31,111.60","31,389.60","31,394.20","31,055.20",257.77M,-0.76%
11/21/2019,"31,349.95","31,413.25","31,463.15","31,243.00",296.15M,-0.01%
11/20/2019,"31,353.85","31,292.35","31,471.65","31,205.55",419.00M,0.38%
11/19/2019,"31,236.25","31,045.15","31,298.05","30,974.30",429.95M,0.79%
11/18/2019,"30,992.10","31,036.80","31,203.55","30,901.85",331.73M,-0.05%
11/15/2019,"31,008.40","30,912.40","31,165.45","30,860.70",393.95M,0.84%
11/14/2019,"30,749.95","30,615.80","30,789.20","30,338.35",383.31M,0.68%
11/13/2019,"30,541.55","31,084.75","31,198.50","30,488.10",474.51M,-1.84%
11-11-2019,"31,115.55","30,664.65","31,205.20","30,625.80",422.78M,1.19%
11-08-2019,"30,749.40","30,571.30","31,108.40","30,504.05",620.05M,0.38%
11-07-2019,"30,633.15","30,722.60","30,821.35","30,462.55",364.82M,0.08%
11-06-2019,"30,609.60","30,225.20","30,699.00","30,013.65",403.96M,1.29%
11-05-2019,"30,219.85","30,403.25","30,452.70","30,091.35",534.71M,-0.37%
11-04-2019,"30,333.10","30,415.90","30,607.05","30,227.25",613.02M,0.01%
11-01-2019,"30,330.55","30,196.15","30,409.00","30,028.90",646.75M,0.88%
10/31/2019,"30,066.25","30,168.65","30,415.65","29,987.15",1.19B,0.26%
10/30/2019,"29,987.50","30,005.70","30,151.10","29,753.00",448.80M,0.38%
10/29/2019,"29,873.05","29,527.60","29,997.65","29,385.45",567.56M,1.21%
10/27/2019,"29,516.30","29,605.40","29,644.45","29,446.80",110.01M,0.41%
10/25/2019,"29,395.95","29,228.65","29,452.10","28,923.80",632.22M,0.99%
10/24/2019,"29,107.95","29,604.35","29,693.25","28,994.20",439.98M,-1.19%
10/23/2019,"29,459.60","29,478.85","29,643.80","29,214.05",497.77M,0.16%
10/22/2019,"29,411.15","29,416.25","29,690.00","29,231.20",582.22M,1.00%
10/18/2019,"29,120.25","28,954.80","29,249.50","28,864.10",605.17M,0.45%
10/17/2019,"28,989.45","28,596.35","29,049.05","28,487.95",617.85M,1.58%
10/16/2019,"28,538.80","28,689.45","28,759.35","28,305.40",400.38M,-0.06%
10/15/2019,"28,555.10","28,257.85","28,694.85","28,186.25",350.93M,1.32%
10/14/2019,"28,181.95","28,238.50","28,553.40","28,043.25",387.66M,0.50%
10-11-2019,"28,042.50","28,245.55","28,604.05","27,736.80",558.92M,0.10%
10-10-2019,"28,013.45","28,542.95","28,552.75","27,914.15",381.15M,-2.68%
10-09-2019,"28,785.85","27,901.65","28,857.70","27,702.05",574.83M,3.67%
10-07-2019,"27,767.55","27,909.90","28,185.15","27,568.35",554.31M,0.13%
10-04-2019,"27,731.85","28,681.90","28,730.30","27,653.70",732.72M,-2.40%
10-03-2019,"28,414.10","28,606.70","28,769.10","28,240.80",825.76M,-1.08%
10-01-2019,"28,725.50","29,226.15","29,526.40","28,077.35",1.19B,-1.30%
09/30/2019,"29,103.15","29,674.80","29,754.40","28,943.45",580.25M,-2.59%
09/27/2019,"29,876.65","29,974.95","30,112.65","29,711.35",464.10M,-0.42%
09/26/2019,"30,002.60","29,640.55","30,718.35","29,627.00",540.44M,1.41%
09/25/2019,"29,586.05","30,029.05","30,067.60","29,470.10",352.81M,-1.98%
09/24/2019,"30,183.10","30,432.00","30,668.10","29,889.55",348.81M,-1.25%
09/23/2019,"30,566.20","30,039.40","30,801.30","29,776.30",552.17M,5.47%
09/20/2019,"28,981.55","26,878.65","29,418.95","26,727.55",844.58M,8.31%
09/19/2019,"26,757.65","27,175.45","27,175.45","26,643.00",450.44M,-1.53%
09/18/2019,"27,172.65","27,304.70","27,414.45","27,088.80",307.78M,0.15%
09/17/2019,"27,131.75","27,765.10","27,851.40","27,047.95",277.76M,-2.60%
09/16/2019,"27,855.00","27,868.00","28,066.70","27,798.85",234.06M,-0.87%
09/13/2019,"28,098.75","27,772.00","28,126.85","27,573.45",438.50M,1.01%
09-12-2019,"27,818.50","27,870.80","28,062.30","27,764.70",377.82M,0.15%
09-11-2019,"27,776.20","27,639.05","27,829.65","27,551.65",467.42M,0.99%
09-09-2019,"27,504.65","27,240.35","27,565.55","26,993.90",286.11M,0.94%
09-06-2019,"27,247.90","26,986.50","27,311.05","26,950.55",251.99M,1.22%
09-05-2019,"26,919.70","27,086.95","27,243.95","26,815.40",327.08M,-0.75%
09-04-2019,"27,123.85","26,785.95","27,278.70","26,641.35",309.52M,1.12%
09-03-2019,"26,824.15","27,239.20","27,247.05","26,742.60",392.43M,-2.20%
08/30/2019,"27,427.85","27,407.90","27,586.50","27,121.95",427.08M,0.45%
08/29/2019,"27,305.20","27,694.95","27,719.05","27,239.95",377.44M,-1.80%
08/28/2019,"27,804.30","28,080.25","28,095.55","27,634.65",384.11M,-1.14%
08/27/2019,"28,126.15","28,106.30","28,277.70","27,960.80",386.84M,0.63%
08/26/2019,"27,951.35","27,663.95","27,995.25","26,859.35",519.22M,3.68%
08/23/2019,"26,958.65","26,835.35","27,207.30","26,560.60",485.54M,-0.28%
08/22/2019,"27,034.20","27,690.05","27,690.05","26,975.55",465.07M,-2.47%
08/21/2019,"27,719.05","28,021.00","28,098.90","27,666.20",358.84M,-0.94%
08/20/2019,"27,982.45","28,163.55","28,215.40","27,839.65",288.24M,-0.72%
08/19/2019,"28,186.10","28,331.25","28,468.90","28,146.50",241.81M,-0.11%
08/16/2019,"28,217.00","27,920.30","28,251.05","27,720.95",274.02M,0.71%
08/14/2019,"28,019.20","27,885.50","28,107.05","27,726.65",290.41M,1.05%
08/13/2019,"27,729.10","28,356.80","28,358.85","27,683.50",335.81M,-2.47%
08-09-2019,"28,431.90","28,293.65","28,602.75","28,251.75",336.83M,1.14%
08-08-2019,"28,110.45","27,840.10","28,227.55","27,531.05",303.60M,1.47%
08-07-2019,"27,702.05","28,053.85","28,175.55","27,641.85",353.40M,-1.14%
08-06-2019,"28,022.10","27,518.50","28,148.40","27,503.90",291.00M,1.35%
08-05-2019,"27,648.05","27,841.20","27,866.55","27,389.50",334.37M,-1.97%
08-02-2019,"28,204.95","28,224.25","28,544.55","27,936.35",319.93M,-0.57%
08-01-2019,"28,367.25","28,660.50","28,819.70","28,047.35",282.24M,-1.76%
07/31/2019,"28,876.00","28,575.45","28,979.75","28,529.75",346.51M,0.29%
07/30/2019,"28,791.60","29,434.85","29,530.30","28,737.80",301.28M,-1.72%
07/29/2019,"29,295.90","29,583.45","29,592.95","29,104.85",303.51M,-0.10%
07/26/2019,"29,325.30","29,062.50","29,379.10","28,994.50",383.57M,0.97%
07/25/2019,"29,043.05","28,981.05","29,240.80","28,931.05",296.56M,0.31%
07/24/2019,"28,952.25","29,085.45","29,252.40","28,871.00",244.08M,-0.60%
07/23/2019,"29,128.10","29,342.45","29,365.80","29,078.15",333.50M,-0.54%
07/22/2019,"29,284.95","29,617.05","29,635.15","29,194.10",350.33M,-1.63%
07/19/2019,"29,770.35","30,515.10","30,543.75","29,705.75",287.39M,-2.17%
07/18/2019,"30,430.60","30,705.80","30,769.35","30,378.60",352.03M,-0.99%
07/17/2019,"30,735.50","30,622.25","30,799.70","30,568.30",367.51M,0.54%
07/16/2019,"30,570.80","30,532.65","30,635.00","30,429.90",369.34M,0.41%
07/15/2019,"30,445.95","30,688.85","30,695.70","30,334.20",223.02M,-0.51%
07-12-2019,"30,601.45","30,789.75","30,870.95","30,548.30",156.24M,-0.37%
07-11-2019,"30,716.55","30,707.00","30,788.05","30,565.35",173.56M,0.64%
07-10-2019,"30,522.10","30,618.05","30,728.35","30,428.60",184.33M,-0.15%
07-09-2019,"30,569.15","30,533.40","30,702.10","30,346.70",259.25M,-0.11%
07-08-2019,"30,603.85","31,346.85","31,370.40","30,536.75",390.50M,-2.77%
07-05-2019,"31,475.80","31,523.05","31,660.75","31,323.25",384.29M,0.01%
07-04-2019,"31,471.85","31,471.00","31,608.35","31,428.05",242.99M,0.29%
07-03-2019,"31,382.30","31,347.70","31,467.15","31,238.50",224.15M,0.32%
07-02-2019,"31,283.30","31,414.65","31,431.35","31,105.10",233.88M,-0.28%
07-01-2019,"31,372.20","31,271.00","31,450.35","31,246.45",133.17M,0.86%
06/28/2019,"31,105.20","31,281.00","31,308.90","31,060.60",223.61M,-0.53%
06/27/2019,"31,269.50","31,192.10","31,490.60","31,158.80",231.10M,0.34%
06/26/2019,"31,162.35","30,809.20","31,202.70","30,766.65",171.97M,1.02%
06/25/2019,"30,847.05","30,567.65","30,913.25","30,451.40",145.14M,0.80%
06/24/2019,"30,602.05","30,680.95","30,783.65","30,528.00",165.30M,-0.09%
06/21/2019,"30,628.35","30,804.95","30,804.95","30,541.50",238.84M,-0.50%
06/20/2019,"30,781.10","30,390.20","30,824.55","30,220.70",293.13M,1.38%
06/19/2019,"30,362.10","30,526.50","30,699.15","30,242.00",252.89M,0.04%
06/18/2019,"30,351.00","30,299.45","30,550.65","30,222.85",241.87M,0.26%
06/17/2019,"30,273.25","30,652.00","30,684.05","30,249.40",184.47M,-1.11%
06/14/2019,"30,614.35","30,983.45","31,032.65","30,508.95",255.36M,-1.17%
06/13/2019,"30,976.10","30,876.75","31,036.90","30,638.25",341.89M,0.03%
06-12-2019,"30,965.70","31,219.30","31,222.30","30,911.45",143.70M,-0.96%
06-11-2019,"31,265.45","31,172.25","31,399.35","30,973.35",188.12M,0.75%
06-10-2019,"31,034.00","31,259.20","31,367.40","30,861.30",208.61M,-0.10%
06-07-2019,"31,066.55","30,943.15","31,139.60","30,627.05",215.27M,0.68%
06-06-2019,"30,857.40","31,523.95","31,541.50","30,800.80",283.14M,-2.32%
06-04-2019,"31,589.05","31,532.90","31,752.70","31,512.95",172.43M,-0.20%
06-03-2019,"31,653.65","31,406.05","31,674.60","31,284.70",160.09M,0.89%
05/31/2019,"31,375.40","31,678.90","31,783.60","30,623.05",230.85M,-0.51%
05/30/2019,"31,537.10","31,256.85","31,619.25","31,236.10",202.70M,0.77%
05/29/2019,"31,295.55","31,459.25","31,546.75","31,257.90",205.16M,-0.96%
05/28/2019,"31,597.90","31,711.30","31,712.40","31,328.60",297.60M,-0.16%
05/27/2019,"31,647.65","31,234.90","31,700.75","31,142.50",239.16M,1.39%
05/24/2019,"31,212.55","30,685.50","31,275.40","30,564.40",282.77M,2.64%
05/23/2019,"30,409.10","30,962.80","31,705.00","30,292.35",494.08M,-0.39%
05/22/2019,"30,526.80","30,410.65","30,675.10","30,268.60",224.43M,0.72%
05/21/2019,"30,308.40","30,862.10","30,926.70","30,265.10",216.42M,-1.47%
05/20/2019,"30,759.70","30,230.40","30,827.85","30,111.20",321.10M,4.45%
05/17/2019,"29,450.15","28,881.40","29,559.45","28,856.00",257.11M,2.06%
05/16/2019,"28,855.30","28,625.90","28,947.60","28,525.45",189.44M,0.83%
05/15/2019,"28,616.45","28,925.45","28,983.15","28,555.15",218.78M,-0.74%
05/14/2019,"28,829.20","28,718.75","29,058.30","28,582.60",256.59M,0.59%
05/13/2019,"28,659.95","29,026.65","29,049.05","28,621.10",253.60M,-1.31%
05-10-2019,"29,040.50","28,927.60","29,202.85","28,900.10",223.52M,0.54%
05-09-2019,"28,884.60","28,893.95","29,040.30","28,784.65",206.03M,-0.38%
05-08-2019,"28,994.40","29,261.30","29,261.30","28,951.35",179.42M,-1.00%
05-07-2019,"29,288.20","29,749.55","29,835.50","29,244.25",180.58M,-1.12%
05-06-2019,"29,618.45","29,626.50","29,757.40","29,528.60",188.23M,-1.12%
05-03-2019,"29,954.15","29,811.65","30,121.75","29,795.10",181.38M,0.83%
05-02-2019,"29,708.60","29,699.80","29,919.35","29,638.80",242.31M,-0.19%
04/30/2019,"29,764.80","29,920.40","29,920.40","29,550.05",362.56M,-0.83%
04/26/2019,"30,013.50","29,764.85","30,048.20","29,563.15",158.19M,1.53%
04/25/2019,"29,561.35","29,927.05","30,057.70","29,511.95",201.02M,-1.00%
04/24/2019,"29,860.80","29,550.50","29,914.85","29,435.05",129.53M,1.29%
04/23/2019,"29,479.70","29,761.95","29,906.50","29,455.45",145.86M,-0.70%
04/22/2019,"29,687.95","30,282.50","30,289.90","29,647.55",132.78M,-1.77%
04/18/2019,"30,223.40","30,656.50","30,669.80","30,142.20",141.70M,-1.01%
04/16/2019,"30,531.35","30,236.25","30,590.95","30,228.20",117.82M,1.42%
04/15/2019,"30,104.25","29,983.50","30,163.10","29,919.10",90.61M,0.55%
04-12-2019,"29,938.55","29,780.55","30,000.95","29,707.00",104.86M,0.51%
04-11-2019,"29,786.10","29,841.85","29,852.25","29,640.25",108.25M,-0.06%
04-10-2019,"29,803.50","29,916.60","30,155.75","29,768.10",165.25M,-1.03%
04-09-2019,"30,113.85","29,901.50","30,165.05","29,703.55",165.46M,0.90%
04-08-2019,"29,845.30","30,201.50","30,232.05","29,716.60",147.20M,-0.80%
04-05-2019,"30,084.65","30,002.85","30,174.00","29,850.00",154.14M,0.60%
04-04-2019,"29,904.90","30,147.30","30,245.70","29,809.90",199.63M,-0.63%
04-03-2019,"30,093.30","30,440.85","30,602.55","30,036.25",193.07M,-0.86%
04-02-2019,"30,354.25","30,450.10","30,452.90","30,155.85",196.48M,0.09%
04-01-2019,"30,326.50","30,537.60","30,648.10","30,218.35",224.44M,-0.33%
03/29/2019,"30,426.80","30,480.35","30,499.15","30,235.90",219.69M,0.02%
03/28/2019,"30,420.55","30,064.80","30,496.05","29,969.10",292.11M,1.33%
03/27/2019,"30,019.80","30,034.15","30,262.55","29,790.25",260.54M,0.46%
03/26/2019,"29,882.15","29,300.40","29,950.15","29,278.50",131.21M,2.05%
03/25/2019,"29,281.20","29,329.40","29,329.40","29,156.25",132.02M,-1.02%
03/22/2019,"29,582.50","29,920.75","30,008.10","29,508.70",219.82M,-0.84%
03/20/2019,"29,832.20","29,769.65","29,885.20","29,633.50",194.92M,0.22%
03/19/2019,"29,767.85","29,702.60","29,799.75","29,547.70",222.30M,0.58%
03/18/2019,"29,596.10","29,521.60","29,812.00","29,361.65",185.74M,0.73%
03/15/2019,"29,381.45","29,007.00","29,520.70","28,990.85",296.22M,1.58%
03/14/2019,"28,923.10","29,028.90","29,070.35","28,819.75",187.14M,0.13%
03/13/2019,"28,884.30","28,480.30","28,927.70","28,353.65",207.00M,1.55%
03-12-2019,"28,443.70","28,168.20","28,488.10","28,142.25",184.26M,1.71%
03-11-2019,"27,966.65","27,840.10","28,035.60","27,791.25",148.24M,0.74%
03-08-2019,"27,761.80","27,686.15","27,811.35","27,645.40",140.52M,-0.01%
03-07-2019,"27,764.60","27,661.00","27,815.50","27,560.00",208.02M,0.50%
03-06-2019,"27,625.65","27,618.10","27,681.65","27,492.05",179.78M,0.26%
03-05-2019,"27,554.05","27,068.15","27,580.75","26,958.10",207.44M,1.89%
03-01-2019,"27,043.90","26,941.00","27,076.55","26,928.90",189.43M,0.95%
02/28/2019,"26,789.90","26,878.00","26,920.50","26,762.55",191.59M,-0.04%
02/27/2019,"26,799.30","27,078.10","27,189.45","26,719.40",193.74M,-0.57%
02/26/2019,"26,952.95","26,853.80","27,127.25","26,736.60",201.08M,-0.76%
02/25/2019,"27,159.25","26,934.20","27,197.10","26,932.65",141.10M,1.09%
02/22/2019,"26,867.55","26,960.05","26,997.35","26,847.80",221.45M,-0.68%
02/21/2019,"27,052.40","26,994.75","27,100.90","26,973.00",148.28M,0.36%
02/20/2019,"26,955.50","26,786.00","26,985.50","26,732.65",130.71M,1.01%
02/19/2019,"26,684.85","26,666.55","26,996.45","26,625.60",129.76M,0.11%
02/18/2019,"26,654.25","26,754.60","26,829.95","26,617.70",175.45M,-0.52%
02/15/2019,"26,794.25","27,017.20","27,029.95","26,635.25",252.67M,-0.65%
02/14/2019,"26,970.60","26,978.00","27,030.00","26,818.05",374.94M,0.32%
02/13/2019,"26,885.40","27,068.85","27,108.00","26,839.05",112.12M,-0.46%
02-12-2019,"27,010.75","27,166.90","27,286.65","26,988.90",117.43M,-0.80%
02-11-2019,"27,227.80","27,240.50","27,305.90","27,151.55",117.31M,-0.24%
02-08-2019,"27,294.40","27,302.65","27,482.10","27,221.25",142.26M,-0.34%
02-07-2019,"27,387.15","27,424.10","27,589.75","27,322.95",156.63M,-0.06%
02-06-2019,"27,402.35","27,326.20","27,428.65","27,294.10",164.75M,0.48%
02-05-2019,"27,271.70","27,226.05","27,348.25","27,153.20",189.86M,0.31%
02-04-2019,"27,186.60","26,974.00","27,243.80","26,825.55",173.08M,0.37%
02-01-2019,"27,085.95","27,334.55","27,533.05","26,930.45",238.80M,-0.77%
01/31/2019,"27,295.45","26,969.15","27,325.05","26,891.05",306.29M,1.75%
01/30/2019,"26,825.50","26,789.75","26,916.25","26,693.70",249.27M,0.95%
01/29/2019,"26,573.40","26,616.25","26,743.85","26,441.55",194.37M,-0.30%
01/28/2019,"26,653.05","27,041.45","27,134.20","26,587.95",181.84M,-1.70%
01/25/2019,"27,115.30","27,261.45","27,433.55","27,045.20",284.54M,-0.55%
01/24/2019,"27,266.40","27,273.50","27,342.35","27,142.80",210.28M,0.06%
01/23/2019,"27,250.75","27,493.10","27,564.70","27,189.60",126.94M,-0.84%
01/22/2019,"27,482.25","27,526.55","27,533.35","27,385.40",139.00M,-0.19%
01/21/2019,"27,533.60","27,514.55","27,622.20","27,388.50",128.88M,0.28%
01/18/2019,"27,456.70","27,550.05","27,576.45","27,410.65",129.07M,-0.26%
01/17/2019,"27,528.75","27,568.60","27,611.55","27,335.15",212.32M,0.16%
01/16/2019,"27,483.70","27,405.65","27,554.75","27,403.05",183.69M,0.30%
01/15/2019,"27,400.75","27,317.55","27,447.55","27,317.10",161.40M,0.56%
01/14/2019,"27,248.25","27,389.20","27,389.80","27,182.20",212.86M,-0.75%
01-11-2019,"27,453.90","27,602.80","27,612.45","27,382.45",116.55M,-0.27%
01-10-2019,"27,528.55","27,713.55","27,713.55","27,488.20",139.27M,-0.69%
01-09-2019,"27,720.40","27,651.25","27,754.45","27,409.50",199.82M,0.77%
01-08-2019,"27,509.50","27,301.90","27,542.40","27,161.95",150.55M,0.75%
01-07-2019,"27,304.55","27,378.65","27,477.80","27,279.55",161.03M,0.40%
01-04-2019,"27,195.00","26,999.70","27,274.50","26,926.10",189.45M,0.87%
01-03-2019,"26,959.85","27,181.60","27,206.20","26,923.75",151.20M,-0.79%
01-02-2019,"27,174.70","27,297.00","27,397.55","27,077.60",176.60M,-0.79%
01-01-2019,"27,392.40","27,231.40","27,430.55","27,019.05",116.38M,0.85%
12/31/2018,"27,160.20","27,267.80","27,286.50","27,105.00",83.81M,0.13%
12/28/2018,"27,125.25","27,048.40","27,213.45","27,039.60",109.84M,0.92%
12/27/2018,"26,878.55","27,200.65","27,239.95","26,845.10",169.90M,-0.40%
12/26/2018,"26,986.80","26,634.00","27,029.15","26,408.15",148.91M,1.02%
12/24/2018,"26,714.75","26,877.05","26,934.85","26,676.95",128.00M,-0.58%
12/21/2018,"26,869.65","27,261.25","27,369.10","26,823.10",177.07M,-1.49%
12/20/2018,"27,275.10","27,128.65","27,309.10","27,084.50",191.70M,-0.09%
12/19/2018,"27,298.40","27,229.05","27,364.35","27,214.30",215.62M,0.46%
12/18/2018,"27,174.70","26,917.30","27,210.05","26,840.80",158.14M,0.59%
12/17/2018,"27,015.80","26,915.45","27,051.40","26,908.60",118.70M,0.71%
12/14/2018,"26,826.00","26,810.85","26,909.00","26,732.70",168.46M,0.04%
12/13/2018,"26,816.35","26,844.15","26,951.45","26,723.65",236.40M,0.65%
12-12-2018,"26,643.85","26,286.25","26,672.70","26,214.75",215.68M,1.84%
12-11-2018,"26,163.40","25,602.25","26,227.90","25,598.95",264.19M,0.23%
12-10-2018,"26,102.65","26,073.65","26,336.20","26,072.00",156.93M,-1.85%
12-07-2018,"26,594.30","26,307.40","26,659.70","26,252.10",185.53M,1.51%
12-06-2018,"26,198.30","26,339.10","26,359.90","26,149.45",139.14M,-1.21%
12-05-2018,"26,519.60","26,572.10","26,627.35","26,443.65",144.48M,-0.65%
12-04-2018,"26,693.80","26,809.50","26,843.80","26,644.75",172.61M,-0.61%
12-03-2018,"26,857.55","27,032.90","27,037.10","26,791.65",205.82M,-0.02%
11/30/2018,"26,862.95","27,009.30","27,012.70","26,764.90",228.85M,-0.28%
11/29/2018,"26,939.60","26,641.60","27,003.75","26,577.15",472.11M,1.82%
11/28/2018,"26,457.95","26,489.65","26,584.95","26,419.65",255.36M,0.06%
11/27/2018,"26,443.10","26,286.10","26,491.25","26,268.65",176.10M,0.29%
11/26/2018,"26,365.60","26,096.00","26,396.60","26,025.05",174.54M,1.41%
11/22/2018,"25,999.45","26,233.65","26,323.95","25,947.85",153.93M,-1.00%
11/21/2018,"26,262.05","26,105.45","26,342.05","26,060.55",159.32M,0.57%
11/20/2018,"26,113.35","26,211.50","26,259.40","26,041.80",189.68M,-0.71%
11/19/2018,"26,300.70","26,364.60","26,379.10","26,204.35",172.34M,0.21%
11/16/2018,"26,245.55","26,205.35","26,332.75","26,122.55",235.67M,0.35%
11/15/2018,"26,154.75","25,946.20","26,197.60","25,728.00",171.79M,0.87%
11/14/2018,"25,930.15","25,952.40","26,045.05","25,806.70",194.94M,0.63%
11/13/2018,"25,768.60","25,422.00","25,796.50","25,384.55",141.87M,0.90%
11-12-2018,"25,539.75","25,816.15","25,907.20","25,495.10",115.95M,-0.90%
11-09-2018,"25,771.00","25,742.55","25,822.75","25,598.75",145.01M,0.01%
11-07-2018,"25,769.70","25,818.10","25,824.40","25,747.60",1.80M,0.67%
11-06-2018,"25,598.00","25,747.40","25,860.75","25,558.35",162.09M,-0.52%
11-05-2018,"25,732.20","25,731.55","25,788.20","25,534.40",188.02M,0.12%
11-02-2018,"25,701.65","25,545.35","25,856.25","25,499.15",297.78M,1.49%
11-01-2018,"25,323.65","25,285.20","25,401.60","25,129.45",216.61M,0.68%
10/31/2018,"25,153.25","24,823.80","25,201.30","24,528.35",241.79M,1.39%
10/30/2018,"24,807.75","24,924.75","25,121.50","24,686.85",257.59M,-0.61%
10/29/2018,"24,959.70","24,647.95","25,023.75","24,404.55",279.84M,2.21%
10/26/2018,"24,421.05","24,771.85","24,771.95","24,353.10",219.13M,-1.60%
10/25/2018,"24,817.45","24,841.50","24,977.35","24,696.85",215.03M,-0.98%
10/24/2018,"25,064.20","25,312.70","25,356.90","24,839.65",176.62M,0.37%
10/23/2018,"24,972.45","24,786.90","25,124.60","24,784.90",144.91M,-0.42%
10/22/2018,"25,078.60","25,484.25","25,504.75","25,021.35",172.42M,-0.03%
10/19/2018,"25,085.80","24,966.50","25,277.90","24,922.65",200.90M,-0.41%
